tlolo: .word 16, 16
.byte 2,0xFF00DC00,0xFF00DC00,0xFF00DC00,0xFF00DC00,0xFF00DC00,0xFF00DC00,0xFF00DC00,0xFF00DC00,0xFF00DC00,0xFF00DC00,0xFF00DC00,0xFF00DC00,0xFF00DC00,0xFF00DC00,0xFF00DC00,
0xFF00DC00,0xFF00DC00,0xFF00DC00,0xFF00DC00,0xFF00DC00,0xFF00DC00,145,145,145,145,0xFF00DC00,0xFF00DC00,0xFF00DC00,0xFF00DC00,0xFF00DC00,0xFF00DC00,
0xFF00DC00,0xFF00DC00,0xFF00DC00,0xFF00DC00,145,145,145,145,145,145,145,145,0xFF00DC00,0xFF00DC00,0xFF00DC00,0xFF00DC00,
0xFF00DC00,0xFF00DC00,0xFF00DC00,145,145,145,145,145,145,145,145,145,145,0xFF00DC00,0xFF00DC00,0xFF00DC00,
0xFF00DC00,0xFF00DC00,0xFF00DC00,145,145,145,145,145,145,145,145,145,145,0xFF00DC00,0xFF00DC00,0xFF00DC00,
0xFF00DC00,0xFF00DC00,145,145,145,145,145,145,145,145,145,145,145,145,0xFF00DC00,0xFF00DC00,
0xFF00DC00,0xFF00DC00,145,145,145,145,145,145,145,145,145,145,145,145,0xFF00DC00,0xFF00DC00,
0xFF00DC00,0xFF00DC00,145,145,145,145,145,145,145,145,145,145,145,145,0xFF00DC00,0xFF00DC00,
0xFF00DC00,0xFF00DC00,145,145,145,145,145,145,145,145,145,145,145,145,0xFF00DC00,0xFF00DC00,
0xFF00DC00,0xFF00DC00,145,145,145,145,145,145,145,145,145,145,145,145,0xFF00DC00,0xFF00DC00,
0xFF00DC00,0xFF00DC00,0xFF00DC00,145,145,145,145,145,145,145,145,145,145,0xFF00DC00,0xFF00DC00,0xFF00DC00,
0xFF00DC00,0xFF00DC00,0xFF00DC00,145,145,145,145,145,145,145,145,145,145,0xFF00DC00,0xFF00DC00,0xFF00DC00,
0xFF00DC00,0xFF00DC00,0xFF00DC00,0xFF00DC00,145,145,145,145,145,145,145,145,0xFF00DC00,0xFF00DC00,0xFF00DC00,0xFF00DC00,
0xFF00DC00,0xFF00DC00,0xFF00DC00,0xFF00DC00,0xFF00DC00,0xFF00DC00,145,145,145,145,0xFF00DC00,0xFF00DC00,0xFF00DC00,0xFF00DC00,0xFF00DC00,0xFF00DC00,
0xFF00DC00,0xFF00DC00,0xFF00DC00,0xFF00DC00,0xFF00DC00,0xFF00DC00,0xFF00DC00,0xFF00DC00,0xFF00DC00,0xFF00DC00,0xFF00DC00,0xFF00DC00,0xFF00DC00,0xFF00DC00,0xFF00DC00,0xFF00DC00,
0xFF00DC00,0xFF00DC00,0xFF00DC00,0xFF00DC00,0xFF00DC00,0xFF00DC00,0xFF00DC00,0xFF00DC00,0xFF00DC00,0xFF00DC00,0xFF00DC00,0xFF00DC00,0xFF00DC00,0xFF00DC00,0xFF00DC00,0xFF00DC00,


